2,"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
15,"Derek Schouman, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
16,"DeShawn Wynn, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
17,"Chandler Williams, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
18,"Chansi Stuckey, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
19,"Clark Harris, Cin TE",@Ari,Sun 8:30,--/--,--,--,--,--,--,--,--,--,--,--
20,"Jason Snelling, Atl RB",Ind,Sun 1:00,--/--,--,--,--,--,--,--,--,--,--,--
21,"Kenneth Darby, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
22,"Onrea Jones, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
23,"Pierre Thomas, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
24,"Gary Russell, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
25,"Tyler Palko, FA QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
26,"Jesse Holley, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
27,"Matt Gutierrez, FA QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
28,"D.J. Ware, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
29,"Brandon London, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
30,"Michael Matthews, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
31,"Marcus Mason, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
32,"Tim Castille, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
33,"Ricky Schmitt, FA K",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
34,"Logan Payne, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
35,"Matt Willis, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
36,"Billy Latsko, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
37,"Daniel Coats, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
38,"Rhys Lloyd, FA K",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
39,"Gijon Robinson, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
40,"Charles Ali, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
41,"Richard Bartel*, FA QB  IR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
42,"Eldra Buckley, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
